# object_name   ref_object  relative_x relative_y 
Rook_712   Bishop_329  -351 -97795 
Queen_713   Knight_373  -71694 -85907 
Rook_714   King_707  -103836 35792 
Bishop_715   King_667  -20905 -32655 
Queen_716   Rook_294  31188 41983 
Queen_717   Queen_666  -106114 159079 
Queen_718   Knight_195  7696 21728 
Queen_719   Bishop_596  -14431 91644 
Queen_720   Queen_18  -5105 -248772 
King_721   Bishop_639  -271706 67780 
Knight_722   Knight_224  -79633 -116430 
Bishop_723   Queen_640  37842 22963 
Bishop_724   Queen_281  134254 13192 
Knight_725   Queen_612  60653 86157 
Queen_726   Bishop_124  194316 110422 
Queen_727   Knight_223  155910 -202719 
Rook_728   King_0  35679 80987 
King_729   Queen_130  10936 -41620 
Rook_730   King_518  -11507 88138 
King_731   Queen_683  -137390 -251410 
Bishop_732   Rook_561  -61164 12625 
Rook_733   Queen_684  -111486 -86293 
Bishop_734   King_589  -242370 -109298 
Knight_735   Knight_351  -160202 -54468 
Knight_736   Queen_238  19074 186527 
Knight_737   Queen_602  -32994 175183 
Knight_738   Knight_347  -44713 -72650 
Queen_739   Knight_560  71022 -18578 
Knight_740   Queen_57  89160 6002 
Queen_741   Bishop_631  -42561 -54403 
Knight_742   Queen_502  -14518 1988 
King_743   King_459  146729 -22009 
Knight_744   Knight_232  159828 -78000 
King_745   Bishop_632  -114156 -37191 
Bishop_746   Rook_470  -53642 49961 
King_747   Rook_353  71643 114788 
Knight_748   Knight_94  -12461 165145 
Queen_749   Queen_73  -107775 -7650 
Queen_750   King_466  152281 160267 
Knight_751   Knight_268  -99481 -58844 
King_752   Rook_3  -270946 -111552 
Knight_753   Rook_714  118306 110252 
Bishop_754   Queen_583  181448 -232035 
Rook_755   Queen_26  -61891 -2206 
Bishop_756   Bishop_25  -54485 21327 
Queen_757   Rook_598  44831 31767 
Bishop_758   Knight_753  3623 -31086 
Knight_759   Bishop_457  76630 107223 
Knight_760   Knight_215  -140547 15837 
Rook_761   Queen_440  -68673 109116 
Knight_762   King_510  118532 -265676 
King_763   King_599  -235355 -201671 
Bishop_764   Knight_585  -210614 -28199 
Rook_765   Knight_737  30924 -97080 
Knight_766   Knight_221  -172965 198970 
Bishop_767   Knight_544  -83890 243247 
Rook_768   King_42  12371 75602 
Knight_769   King_155  -201409 169020 
Knight_770   Queen_716  -4413 -187631 
Rook_771   Bishop_767  62925 -195374 
Bishop_772   Rook_653  -134330 -18816 
Knight_773   King_520  -185119 156300 
Queen_774   King_228  -70739 -2657 
Rook_775   Bishop_619  -220906 53404 
Queen_776   Queen_18  185249 -87414 
Queen_777   Rook_69  169064 -154243 
Bishop_778   Queen_9  -177864 105400 
Bishop_779   Bishop_163  247176 213228 
Knight_780   King_549  87219 -155948 
Knight_781   Rook_128  -59445 10042 
Rook_782   Queen_709  -46824 -56318 
Rook_783   King_288  86082 104804 
Rook_784   King_76  185569 -151832 
Queen_785   Bishop_631  -45522 -219545 
Rook_786   Bishop_723  -63769 -60353 
Bishop_787   Rook_471  56672 -254104 
Bishop_788   King_182  -117627 -196858 
King_789   Knight_744  -156783 189790 
Knight_790   Bishop_788  14831 14441 
Bishop_791   Queen_54  -134923 -133860 
Knight_792   Rook_471  135638 31124 
King_793   Rook_167  61619 24666 
Rook_794   Queen_671  -228981 94540 
Queen_795   Rook_755  37824 72340 
Queen_796   Bishop_495  -207504 219012 
Bishop_797   Queen_583  248376 -213058 
Knight_798   King_151  67949 -10196 
Knight_799   Bishop_511  101317 -83206 
Bishop_800   Queen_401  -230107 -6661 
Queen_801   Queen_37  94270 -81187 
King_802   Rook_559  57254 -86449 
Queen_803   King_479  -81112 -3757 
King_804   Queen_110  -171477 228261 
Bishop_805   Bishop_168  98050 -12605 
Bishop_806   Rook_359  121621 -25841 
Queen_807   Knight_560  17996 103821 
Bishop_808   Rook_705  151927 10245 
Knight_809   Knight_468  -25409 -102214 
Rook_810   Bishop_383  -177799 -3983 
Bishop_811   Queen_795  -83781 68971 
Queen_812   King_520  -218267 78619 
King_813   Queen_582  99731 36056 
Bishop_814   Rook_311  136840 -130826 
Knight_815   King_459  -96531 -181664 
Bishop_816   Knight_567  -45701 -143339 
King_817   Queen_621  -39307 108250 
Rook_818   Rook_521  234565 15746 
Knight_819   King_541  167861 49280 
Rook_820   Knight_121  -127777 158161 
King_821   Knight_225  -8437 182717 
Rook_822   Bishop_127  -13281 -48746 
Rook_823   Queen_716  -149232 23676 
Queen_824   King_67  188932 -2857 
Queen_825   Rook_416  199553 -116042 
Bishop_826   Knight_187  -82655 7348 
Queen_827   Knight_279  35684 -109822 
Knight_828   Bishop_639  -210173 33855 
Knight_829   Bishop_665  90062 100175 
Rook_830   Knight_177  16181 -38516 
Knight_831   Knight_809  -72807 120711 
Rook_832   King_817  -95739 -180143 
Queen_833   Rook_122  210026 -6070 
Queen_834   Rook_359  -4046 -95737 
Knight_835   King_607  -99436 42973 
Queen_836   King_354  -105323 -86926 
Rook_837   Queen_15  -68432 52648 
Rook_838   Queen_9  -68253 -60535 
Queen_839   Knight_94  117138 63690 
Rook_840   Queen_529  18119 149692 
Queen_841   King_455  -82489 -14832 
Bishop_842   King_428  156687 -55800 
Queen_843   Rook_122  -33815 39504 
Knight_844   Queen_556  -45928 182088 
Bishop_845   Knight_350  -49354 -161501 
King_846   Knight_608  122151 -248634 
Rook_847   Knight_347  -194133 8369 
Knight_848   Queen_645  108523 106211 
King_849   Bishop_615  -45225 7201 
King_850   King_192  -195004 -272219 
Knight_851   Rook_345  -36820 -63947 
Knight_852   Queen_718  44167 -95725 
Knight_853   Queen_454  -5404 -90381 
Bishop_854   Knight_221  -124370 63004 
King_855   Knight_103  -26196 -102090 
Bishop_856   Rook_712  -165862 -99059 
Rook_857   Rook_265  75035 -148505 
Knight_858   Knight_475  71288 26440 
Rook_859   Queen_686  -120454 92036 
Queen_860   Knight_748  224767 31295 
Queen_861   Rook_561  -66576 -67629 
Bishop_862   King_245  167598 19252 
Rook_863   Bishop_61  89877 -99961 
Knight_864   Rook_652  -166212 114454 
Queen_865   Rook_755  19687 -9050 
Knight_866   Rook_158  -185771 -194706 
Queen_867   Rook_202  -85542 -38806 
King_868   Knight_494  86168 -85569 
Knight_869   Queen_135  -151931 30125 
Queen_870   Rook_21  -112302 144794 
Queen_871   Queen_602  -124840 53315 
Queen_872   Rook_840  -287532 -235661 
Rook_873   Bishop_700  -70676 119823 
Bishop_874   King_357  -26564 -147163 
Bishop_875   Knight_332  144527 212122 
Knight_876   King_539  -1922 -2138 
Knight_877   Rook_516  -181278 -183679 
Rook_878   Rook_119  30546 -7444 
Queen_879   Knight_332  28696 218332 
Queen_880   Rook_822  51766 -50598 
Queen_881   King_479  30998 -120417 
King_882   Rook_830  -139353 -74393 
Rook_883   Knight_351  -224129 -155834 
Rook_884   Rook_175  -152168 26749 
Bishop_885   King_424  -160978 190520 
Bishop_886   Rook_334  84228 64530 
King_887   Rook_158  -100847 -207952 
Rook_888   King_462  142559 231652 
Rook_889   King_264  155710 -198926 
Bishop_890   Knight_248  51207 113512 
Queen_891   Rook_119  -101663 3865 
Knight_892   Rook_695  -68105 -75402 
Rook_893   King_597  71315 6456 
Bishop_894   Bishop_387  172673 -46917 
Bishop_895   Bishop_675  12276 57285 
Queen_896   Knight_678  31029 -148578 
Rook_897   Queen_169  -26270 -81302 
Knight_898   Knight_436  33718 21288 
Queen_899   Rook_444  56214 -52502 
Knight_900   Queen_621  -10154 -379 
Queen_901   Queen_255  185983 -31046 
Bishop_902   Knight_173  -148436 35568 
Queen_903   Knight_137  -16339 243429 
Bishop_904   Queen_709  -138369 -85064 
Bishop_905   Rook_79  140820 100482 
Rook_906   Rook_893  -101884 95137 
Rook_907   Bishop_696  -124314 -171304 
Rook_908   King_36  37326 -186585 
Bishop_909   Bishop_501  -121493 22722 
Rook_910   Knight_567  -78112 15609 
Rook_911   Knight_658  48677 -44534 
Bishop_912   Knight_585  -57387 216679 
Bishop_913   Bishop_2  256106 47618 
Queen_914   King_288  204479 21516 
Queen_915   King_431  -72286 -4103 
King_916   Queen_324  -138113 -58254 
King_917   King_291  75376 117418 
Rook_918   Queen_401  -148774 -79729 
Knight_919   Rook_653  -211109 -195187 
King_920   Bishop_267  -17028 -9983 
Queen_921   Queen_83  -32719 -126373 
King_922   King_219  167719 -77800 
Knight_923   Bishop_388  -111410 147023 
Bishop_924   Queen_703  65408 94449 
King_925   Rook_820  26521 -82267 
King_926   King_721  209838 20761 
Queen_927   Queen_207  -137118 -244805 
Queen_928   King_729  74397 240278 
King_929   Bishop_698  120163 63201 
Knight_930   Queen_331  128882 218786 
Queen_931   Queen_543  194099 101011 
King_932   Queen_477  -200955 -82032 
Rook_933   Rook_656  82732 -91637 
Knight_934   Bishop_257  42854 283150 
Knight_935   Bishop_92  -68490 58685 
Knight_936   Rook_893  -31230 -110105 
King_937   Queen_298  21606 172730 
Knight_938   Bishop_890  50562 174833 
Rook_939   Bishop_619  -197976 -59554 
King_940   Queen_296  -89583 74870 
Queen_941   Rook_888  40623 -158594 
Rook_942   Bishop_114  121155 186746 
King_943   Rook_353  49320 72832 
Bishop_944   King_414  -146064 42483 
Bishop_945   King_534  -75862 -46728 
Bishop_946   Knight_923  -19657 109535 
Queen_947   King_743  14433 47293 
King_948   Knight_272  97038 8277 
Bishop_949   Knight_268  33104 142609 
Bishop_950   King_731  32973 65328 
Rook_951   King_538  -233573 102349 
Rook_952   Rook_633  39200 84845 
Knight_953   Queen_556  -98403 180797 
King_954   Queen_928  -134811 -81315 
Rook_955   Queen_304  6825 46809 
Bishop_956   Queen_48  5585 128685 
King_957   Knight_198  62685 -50635 
Rook_958   Bishop_379  -171357 -37133 
Knight_959   Queen_720  192003 -14628 
Queen_960   Rook_525  -109428 95011 
King_961   Rook_581  -54020 175064 
Rook_962   Knight_864  177385 -220035 
King_963   King_578  220632 -14280 
King_964   Rook_212  189876 159182 
King_965   Queen_776  -154882 49074 
Knight_966   Knight_790  -120146 68063 
Queen_967   Rook_175  -137226 -35136 
King_968   Knight_272  148719 101879 
King_969   Queen_941  62195 202616 
Bishop_970   Bishop_336  -49299 51743 
Rook_971   King_6  9108 22928 
King_972   Knight_603  162458 -28188 
Knight_973   Queen_540  -198817 123685 
Knight_974   Rook_651  -114196 -44295 
King_975   King_466  131751 74056 
Knight_976   Queen_152  37777 -46788 
Queen_977   Knight_877  42523 33368 
King_978   Queen_881  -180306 91589 
King_979   Rook_474  -41893 -240595 
Queen_980   Rook_516  76054 19979 
King_981   King_641  114639 -8803 
Queen_982   Bishop_566  76634 -84583 
Queen_983   Rook_911  -161254 -121833 
Knight_984   Rook_348  35793 -50586 
Bishop_985   King_789  3707 -13340 
King_986   King_747  -173479 -247924 
Bishop_987   Bishop_715  -46318 70944 
Queen_988   Knight_668  -60786 39889 
Knight_989   Rook_958  61868 22011 
King_990   Rook_32  -57380 -77855 
King_991   Rook_863  -175140 75083 
Rook_992   Queen_927  241446 -13755 
Rook_993   King_642  -119821 -90801 
Queen_994   Knight_191  -220991 -155022 
King_995   Knight_268  -144313 148589 
Queen_996   Rook_283  -37669 -263332 
King_997   Bishop_696  -89221 86068 
Knight_998   King_84  -204543 -230784 
Rook_999   King_948  -59508 78594 
Rook_1000   Bishop_563  -13944 59909 
Bishop_1001   King_929  -114363 -135424 
Knight_1002   Bishop_596  -173952 95256 
Knight_1003   King_518  40750 53716 
Knight_1004   Queen_432  -112204 -216577 
Knight_1005   Knight_744  -49429 73940 
King_1006   Knight_792  -127864 -274770 
Rook_1007   Bishop_453  119405 -30813 
Rook_1008   Knight_47  -146056 211635 
Rook_1009   Rook_265  85763 65582 
Rook_1010   Bishop_665  -21182 99616 
Knight_1011   Rook_951  274641 -145500 
Rook_1012   Rook_49  51959 -89277 
Rook_1013   Queen_640  -86758 47148 
Knight_1014   King_743  -52565 56742 
Rook_1015   Queen_346  98044 -109983 
Rook_1016   Queen_569  -64811 210313 
Queen_1017   Knight_213  134326 -101599 
Queen_1018   Rook_13  89434 -44536 
King_1019   Bishop_767  -114021 -6013 
King_1020   Knight_792  -13650 -78219 
Knight_1021   Knight_848  -144300 -137230 
Rook_1022   Queen_717  -20086 82533 
Knight_1023   Bishop_243  -45812 -90233 
King_1024   Rook_69  -13310 45616 
Queen_1025   Knight_64  73187 1910 
King_1026   Knight_451  62788 -6464 
Rook_1027   Rook_840  -92906 -153653 
Rook_1028   Queen_269  129190 -37833 
Rook_1029   Knight_762  -82573 179633 
Queen_1030   King_30  22403 36367 
Bishop_1031   Bishop_894  109282 -110442 
King_1032   Queen_824  -15159 -45704 
Knight_1033   King_63  -22306 -66226 
King_1034   King_524  112671 70772 
Queen_1035   Bishop_826  -78569 -19452 
King_1036   Bishop_874  -50774 51345 
Queen_1037   Queen_553  -28108 158585 
Queen_1038   Queen_960  65196 -57218 
Knight_1039   Bishop_590  -20791 113304 
Knight_1040   Knight_562  -89890 218217 
Rook_1041   Queen_901  43578 27264 
Queen_1042   Rook_505  -96739 -30180 
Bishop_1043   King_466  15658 21849 
Knight_1044   Knight_332  288119 57579 
King_1045   Rook_682  84136 -127261 
Knight_1046   Rook_175  -161151 -17798 
Bishop_1047   King_821  62980 -121209 
Bishop_1048   Knight_66  -13806 -118302 
Rook_1049   Bishop_779  -127175 -19372 
Knight_1050   Queen_546  126077 62250 
Knight_1051   Knight_773  -44206 -29808 
Knight_1052   Rook_20  425 149551 
Queen_1053   King_6  110045 3450 
Bishop_1054   King_67  123350 -156694 
Rook_1055   Queen_623  -108483 -32528 
Queen_1056   King_929  116987 -35659 
Knight_1057   Bishop_230  -3219 -140593 
Rook_1058   Rook_318  -40348 -149478 
Rook_1059   Rook_598  42857 -95281 
Rook_1060   Queen_411  -130316 -73629 
King_1061   Queen_719  -65154 -44336 
Queen_1062   Rook_79  167122 134881 
King_1063   Rook_1029  54259 39435 
Knight_1064   Knight_268  103104 -94443 
Rook_1065   Knight_1014  -94993 -174564 
Bishop_1066   Bishop_403  -76962 -156747 
Knight_1067   Knight_835  267532 -31900 
Queen_1068   Queen_491  -1985 -22036 
Queen_1069   Rook_380  -26828 -19471 
Queen_1070   King_338  73107 11764 
Knight_1071   Knight_70  29946 21381 
King_1072   King_849  106808 -214955 
Knight_1073   Queen_941  -124399 -7196 
Rook_1074   King_925  95853 102213 
Rook_1075   King_932  137368 116095 
Rook_1076   King_76  168648 -52091 
King_1077   Rook_794  171983 -2651 
Bishop_1078   Knight_630  -18688 132599 
Knight_1079   King_731  -95754 -11105 
Bishop_1080   King_661  -50323 230595 
Bishop_1081   King_424  -68799 203641 
Queen_1082   Bishop_756  -155294 181663 
Bishop_1083   Queen_872  12525 164445 
Knight_1084   Rook_712  -125221 491 
King_1085   King_690  -86918 -110002 
Queen_1086   Knight_892  -22700 245991 
King_1087   King_266  151207 9846 
King_1088   Queen_222  78226 85620 
Bishop_1089   King_532  171066 239510 
Knight_1090   Bishop_463  72303 -91618 
Queen_1091   Rook_497  -60399 103924 
Bishop_1092   Rook_49  84595 -170883 
King_1093   King_315  94405 -147203 
Bishop_1094   Queen_90  -130064 -132861 
Rook_1095   Bishop_341  28095 3199 
King_1096   Queen_16  -66339 12139 
King_1097   Rook_555  88015 -78326 
Knight_1098   Knight_361  -54295 165321 
Queen_1099   Knight_759  -60832 -77786 
King_1100   Knight_1039  -115640 -181292 
Queen_1101   Knight_829  -14505 31276 
Bishop_1102   King_1088  43358 -52854 
King_1103   Bishop_699  24161 -105826 
King_1104   King_12  40294 17639 
Rook_1105   Bishop_632  -50142 204670 
Knight_1106   Knight_677  -5659 -49265 
Rook_1107   Bishop_498  61856 -1910 
Bishop_1108   Rook_202  -8649 213700 
Bishop_1109   Rook_417  -124093 182559 
Bishop_1110   Rook_971  -165758 3989 
Rook_1111   Knight_27  -123041 160063 
Rook_1112   Bishop_82  141347 116372 
Queen_1113   Rook_680  216473 -159400 
Rook_1114   Queen_703  131397 158342 
Knight_1115   Rook_14  -43978 -41623 
Rook_1116   King_39  147663 -2360 
Rook_1117   Knight_224  -65559 2852 
Rook_1118   Knight_287  -221522 81079 
Rook_1119   King_925  -19021 123714 
Bishop_1120   Queen_112  -83526 84774 
Queen_1121   Rook_651  -195970 100228 
Bishop_1122   Knight_125  5084 -32584 
King_1123   Queen_880  -206003 13404 
Bishop_1124   King_182  -144644 16866 
King_1125   Queen_543  163095 -27828 
Queen_1126   Queen_1099  -31596 -57650 
Queen_1127   Queen_915  52625 214386 
King_1128   Knight_1021  149102 147514 
Rook_1129   Queen_870  -8361 -124968 
Rook_1130   Queen_1086  102895 -177016 
Bishop_1131   Rook_14  143669 -65538 
Rook_1132   Queen_489  144914 48536 
Bishop_1133   Knight_362  -160895 -103622 
Rook_1134   Queen_298  286955 197896 
Bishop_1135   Rook_128  -240611 148104 
King_1136   King_220  -130600 180151 
Knight_1137   Bishop_40  231824 172192 
Queen_1138   Rook_316  35574 -130109 
Rook_1139   King_367  47324 13137 
Bishop_1140   King_367  173351 240114 
Bishop_1141   Queen_409  -61197 79619 
Knight_1142   Queen_879  220095 -210293 
Knight_1143   Knight_815  63095 236280 
Knight_1144   Knight_815  133990 14275 
Knight_1145   Bishop_341  -15713 -106301 
Rook_1146   Knight_930  98451 -16914 
Queen_1147   Bishop_511  -130158 -172359 
Knight_1148   Rook_1060  79527 -171581 
Bishop_1149   Knight_579  157369 149547 
Rook_1150   Rook_830  -172676 -82134 
King_1151   King_161  127348 -62540 
Knight_1152   Bishop_886  -236667 -256146 
Rook_1153   Queen_1068  -40991 141885 
Queen_1154   Bishop_528  196091 88538 
Knight_1155   Rook_1028  -42714 -25158 
Bishop_1156   Queen_941  76328 -75094 
Queen_1157   Rook_1132  -150671 -112877 
Rook_1158   Rook_1059  -88186 -26185 
Knight_1159   King_485  134900 -63346 
Bishop_1160   Queen_812  63901 -2364 
Rook_1161   Knight_1039  -212696 -3980 
Queen_1162   Rook_122  38473 -98489 
Queen_1163   Bishop_902  198637 80519 
Bishop_1164   Queen_527  68423 226635 
Queen_1165   Rook_487  -149758 236768 
Queen_1166   King_1104  -183760 -61206 
Knight_1167   King_954  53975 62993 
Bishop_1168   Rook_471  8950 -166378 
Rook_1169   Rook_49  18686 29335 
Queen_1170   Bishop_1108  -20457 -262088 
Rook_1171   Bishop_109  94046 263618 
Queen_1172   Bishop_1001  -18434 140306 
Bishop_1173   Queen_871  171985 86083 
Bishop_1174   Queen_130  109344 -63961 
Rook_1175   Knight_149  -188233 -55651 
Knight_1176   King_817  -93774 -102258 
Rook_1177   King_961  -74129 -87152 
Rook_1178   Knight_436  -100498 36042 
Queen_1179   Queen_1038  -67030 100160 
Knight_1180   Rook_196  -80513 -79755 
Rook_1181   Knight_773  -8565 89115 
Knight_1182   Knight_877  217504 84888 
Rook_1183   Queen_671  -181106 190800 
Rook_1184   King_721  65494 -73513 
King_1185   King_315  125255 -86084 
Bishop_1186   Bishop_72  -151791 172748 
Queen_1187   Queen_757  26920 -42691 
King_1188   Rook_1000  -176983 37192 
Bishop_1189   Rook_1111  91920 -188468 
Queen_1190   Bishop_1149  -94239 60025 
Knight_1191   King_969  -63789 -158724 
Bishop_1192   Bishop_904  -61744 139974 
Queen_1193   Knight_366  10196 106556 
Knight_1194   Rook_847  -23581 -223346 
Knight_1195   Queen_548  220889 -5917 
Bishop_1196   Knight_1143  107646 -58549 
Rook_1197   Knight_815  123003 251585 
King_1198   Knight_848  -213507 -175325 
Queen_1199   Queen_941  -39446 124389 
